;PK_IRP;BITOLA;QTD;ACABAMENTO 1;ACABAMENTO 2;PRIORIDADE
250;656448;0.75;2;1060-16-0622;FR2064-C;70
249;656447;0.75;2;1060-16-0622;FR2064-C;70
248;656446;0.75;2;1060-16-0622;FR2064-C;70
252;656450;0.75;2;1060-16-0622;FR2064-C;70
253;656451;0.75;2;1060-16-0622;FR2064-C;70
247;656445;0.75;2;1060-16-0622;FR2064-C;70
243;656441;0.75;2;1060-16-0622;FR2064-C;70
244;656442;0.75;2;1060-16-0622;FR2064-C;70
245;656443;0.75;2;1060-16-0622;FR2064-C;70
246;656444;0.75;2;1060-16-0622;FR2064-C;70
242;656440;0.75;2;1060-16-0622;FR2064-C;70
260;656458;0.75;2;1060-16-0622;FR2064-C;70
262;656460;0.75;2;1060-16-0622;FR2064-C;70
238;656436;0.75;2;1060-16-0622;FR2064-C;70
239;656437;0.75;2;1060-16-0622;FR2064-C;70
240;656438;0.75;2;1060-16-0622;FR2064-C;70
241;656439;0.75;2;1060-16-0622;FR2064-C;70
254;656452;0.75;2;1060-16-0622;FR2064-C;70
255;656453;0.75;2;1060-16-0622;FR2064-C;70
256;656454;0.75;2;1060-16-0622;FR2064-C;70
257;656455;0.75;2;1060-16-0622;FR2064-C;70
258;656456;0.75;2;1060-16-0622;FR2064-C;70
261;656459;0.75;2;1060-16-0622;FR2064-C;70
251;656449;0.75;2;1060-16-0622;FR2064-C;70
190;656388;0.75;2;FR2064-C;1060-16-0622;70
194;656392;0.75;2;FR2064-C;1060-16-0622;70
229;656427;0.75;2;1060-16-0622;FR2064-C;70
228;656426;0.75;2;1060-16-0622;FR2064-C;70
175;656373;0.75;2;FR2064-C;1060-16-0622;70
174;656372;0.75;2;FR2064-C;1060-16-0622;70
172;656370;0.75;3;FR2064-C;1060-16-0622;70
171;656369;0.75;2;FR2064-C;1060-16-0622;70
230;656428;0.75;2;1060-16-0622;FR2064-C;70
170;656368;0.75;2;FR2064-C;1060-16-0622;70
168;656366;0.75;2;FR2064-C;1060-16-0622;70
192;656390;0.75;2;FR2064-C;1060-16-0622;70
193;656391;0.75;2;FR2064-C;1060-16-0622;70
195;656393;0.75;3;FR2064-C;1060-16-0622;70
196;656394;0.75;2;FR2064-C;1060-16-0622;70
197;656395;0.75;2;FR2064-C;1060-16-0622;70
169;656367;0.75;2;FR2064-C;1060-16-0622;70
231;656429;0.75;2;1060-16-0622;FR2064-C;70
173;656371;0.75;2;FR2064-C;1060-16-0622;70
176;656374;0.75;2;FR2064-C;1060-16-0622;70
189;656387;0.75;2;FR2064-C;1060-16-0622;70
188;656386;0.75;2;FR2064-C;1060-16-0622;70
232;656430;0.75;2;1060-16-0622;FR2064-C;70
186;656384;0.75;3;FR2064-C;1060-16-0622;70
185;656383;0.75;2;FR2064-C;1060-16-0622;70
184;656382;0.75;2;FR2064-C;1060-16-0622;70
183;656381;0.75;2;FR2064-C;1060-16-0622;70
187;656385;0.75;2;FR2064-C;1060-16-0622;70
181;656379;0.75;2;FR2064-C;1060-16-0622;70
180;656378;0.75;2;FR2064-C;1060-16-0622;70
179;656377;0.75;2;FR2064-C;1060-16-0622;70
178;656376;0.75;2;FR2064-C;1060-16-0622;70
191;656389;0.75;2;FR2064-C;1060-16-0622;70
182;656380;0.75;2;FR2064-C;1060-16-0622;70
177;656375;0.75;2;FR2064-C;1060-16-0622;70
132;656330;0.75;2;1060-16-0622;735222-2;71
131;656329;0.75;2;1060-16-0622;735222-2;71
130;656328;0.75;2;1060-16-0622;735222-2;71
129;656327;0.75;3;1060-16-0622;735222-2;71
128;656326;0.75;2;1060-16-0622;735222-2;71
125;656323;0.75;2;1060-16-0622;735222-2;71
126;656324;0.75;2;1060-16-0622;735222-2;71
124;656322;0.75;3;1060-16-0622;735222-2;71
123;656321;0.75;2;1060-16-0622;735222-2;71
122;656320;0.75;2;1060-16-0622;735222-2;71
133;656331;0.75;2;1060-16-0622;735222-2;71
127;656325;0.75;2;1060-16-0622;735222-2;71
134;656332;0.75;2;1060-16-0622;735222-2;71
116;656314;0.75;2;1060-16-0622;735222-2;71
136;656334;0.75;2;1060-16-0622;735222-2;71
137;656335;0.75;3;1060-16-0622;735222-2;71
138;656336;0.75;2;735222-2;1060-16-0622;71
139;656337;0.75;2;735222-2;1060-16-0622;71
140;656338;0.75;2;735222-2;1060-16-0622;71
141;656339;0.75;2;735222-2;1060-16-0622;71
142;656340;0.75;2;735222-2;1060-16-0622;71
143;656341;0.75;2;735222-2;1060-16-0622;71
144;656342;0.75;2;735222-2;1060-16-0622;71
145;656343;0.75;2;735222-2;1060-16-0622;71
146;656344;0.75;2;735222-2;1060-16-0622;71
147;656345;0.75;2;735222-2;1060-16-0622;71
121;656319;0.75;2;1060-16-0622;735222-2;71
135;656333;0.75;2;1060-16-0622;735222-2;71
120;656318;0.75;3;1060-16-0622;735222-2;71
96;656294;0.75;3;1060-16-0622;735222-2;71
118;656316;0.75;2;1060-16-0622;735222-2;71
94;656292;0.75;2;1060-16-0622;735222-2;71
93;656291;0.75;2;1060-16-0622;735222-2;71
92;656290;0.75;2;1060-16-0622;735222-2;71
91;656289;0.75;2;1060-16-0622;735222-2;71
119;656317;0.75;2;1060-16-0622;735222-2;71
89;656287;0.75;2;1060-16-0622;735222-2;71
88;656286;0.75;2;1060-16-0622;735222-2;71
87;656285;0.75;2;1060-16-0622;735222-2;71
86;656284;0.75;3;1060-16-0622;735222-2;71
85;656283;0.75;2;1060-16-0622;735222-2;71
84;656282;0.75;2;1060-16-0622;735222-2;71
83;656281;0.75;2;1060-16-0622;735222-2;71
82;656280;0.75;3;1060-16-0622;735222-2;71
81;656279;0.75;2;1060-16-0622;735222-2;71
80;656278;0.75;2;1060-16-0622;735222-2;71
79;656277;0.75;2;1060-16-0622;735222-2;71
78;656276;0.75;2;1060-16-0622;735222-2;71
95;656293;0.75;2;1060-16-0622;735222-2;71
97;656295;0.75;2;1060-16-0622;735222-2;71
90;656288;0.75;3;1060-16-0622;735222-2;71
99;656297;0.75;2;1060-16-0622;735222-2;71
117;656315;0.75;2;1060-16-0622;735222-2;71
98;656296;0.75;2;1060-16-0622;735222-2;71
115;656313;0.75;2;1060-16-0622;735222-2;71
114;656312;0.75;3;1060-16-0622;735222-2;71
113;656311;0.75;2;1060-16-0622;735222-2;71
112;656310;0.75;3;1060-16-0622;735222-2;71
110;656308;0.75;2;1060-16-0622;735222-2;71
109;656307;0.75;2;1060-16-0622;735222-2;71
111;656309;0.75;2;1060-16-0622;735222-2;71
107;656305;0.75;2;1060-16-0622;735222-2;71
106;656304;0.75;3;1060-16-0622;735222-2;71
105;656303;0.75;2;1060-16-0622;735222-2;71
104;656302;0.75;2;1060-16-0622;735222-2;71
103;656301;0.75;2;1060-16-0622;735222-2;71
102;656300;0.75;3;1060-16-0622;735222-2;71
101;656299;0.75;2;1060-16-0622;735222-2;71
100;656298;0.75;2;1060-16-0622;735222-2;71
108;656306;0.75;2;1060-16-0622;735222-2;71
1261;664864;0.75;6;881109-1;881109-1;72
1710;678733;0.75;30;350873-1;881109-1;73
1706;678729;0.75;30;350873-1;881109-1;73
1707;678730;0.75;30;350873-1;881109-1;73
1708;678731;0.75;30;350873-1;881109-1;73
1709;678732;0.75;30;350873-1;881109-1;73
1711;678734;0.75;30;350873-1;881109-1;73
1705;678728;0.75;30;350873-1;881109-1;73
1713;678736;0.75;30;350873-1;881109-1;73
1714;678737;0.75;30;350873-1;881109-1;73
1715;678738;0.75;30;350873-1;881109-1;73
1716;678739;0.75;30;350873-1;881109-1;73
1717;678740;0.75;30;350873-1;881109-1;73
1718;678741;0.75;30;350873-1;881109-1;73
1712;678735;0.75;30;350873-1;881109-1;73
1704;678727;0.75;30;350873-1;881109-1;73
1810;680016;1.5;300;880643-2;Vazio;74
323;656521;1.5;2;1062-16-1222;Vazio;75
386;656584;1.5;2;Vazio;1062-16-1222;75
387;656585;1.5;2;Vazio;1062-16-1222;75
448;656646;1.5;2;1062-16-1222;Vazio;75
449;656647;1.5;2;1062-16-1222;Vazio;75
450;656648;1.5;2;1062-16-1222;Vazio;75
451;656649;1.5;2;1062-16-1222;Vazio;75
452;656650;1.5;2;1062-16-1222;Vazio;75
453;656651;1.5;2;Vazio;1062-16-1222;75
454;656652;1.5;2;Vazio;1062-16-1222;75
455;656653;1.5;2;Vazio;1062-16-1222;75
456;656654;1.5;2;Vazio;1062-16-1222;75
457;656655;1.5;2;Vazio;1062-16-1222;75
458;656656;1.5;2;Vazio;1062-16-1222;75
459;656657;1.5;2;Vazio;1062-16-1222;75
460;656658;1.5;2;Vazio;1062-16-1222;75
461;656659;1.5;2;Vazio;1062-16-1222;75
462;656660;1.5;2;Vazio;1062-16-1222;75
623;656821;1.5;2;1062-16-1222;Vazio;75
624;656822;1.5;2;1062-16-1222;Vazio;75
625;656823;1.5;2;1062-16-1222;Vazio;75
626;656824;1.5;2;1062-16-1222;Vazio;75
627;656825;1.5;2;1062-16-1222;Vazio;75
628;656826;1.5;2;1062-16-1222;Vazio;75
629;656827;1.5;2;1062-16-1222;Vazio;75
630;656828;1.5;2;1062-16-1222;Vazio;75
385;656583;1.5;2;Vazio;1062-16-1222;75
631;656829;1.5;2;1062-16-1222;Vazio;75
384;656582;1.5;2;Vazio;1062-16-1222;75
382;656580;1.5;2;Vazio;1062-16-1222;75
337;656535;1.5;2;1062-16-1222;Vazio;75
343;656541;1.5;2;1062-16-1222;Vazio;75
344;656542;1.5;2;1062-16-1222;Vazio;75
345;656543;1.5;2;1062-16-1222;Vazio;75
346;656544;1.5;2;1062-16-1222;Vazio;75
347;656545;1.5;2;1062-16-1222;Vazio;75
348;656546;1.5;2;1062-16-1222;Vazio;75
349;656547;1.5;2;1062-16-1222;Vazio;75
350;656548;1.5;2;1062-16-1222;Vazio;75
351;656549;1.5;2;1062-16-1222;Vazio;75
352;656550;1.5;2;1062-16-1222;Vazio;75
358;656556;1.5;2;Vazio;1062-16-1222;75
359;656557;1.5;2;Vazio;1062-16-1222;75
360;656558;1.5;2;Vazio;1062-16-1222;75
361;656559;1.5;2;Vazio;1062-16-1222;75
362;656560;1.5;2;Vazio;1062-16-1222;75
363;656561;1.5;2;Vazio;1062-16-1222;75
364;656562;1.5;2;Vazio;1062-16-1222;75
365;656563;1.5;2;Vazio;1062-16-1222;75
366;656564;1.5;2;Vazio;1062-16-1222;75
367;656565;1.5;2;Vazio;1062-16-1222;75
378;656576;1.5;2;Vazio;1062-16-1222;75
379;656577;1.5;2;Vazio;1062-16-1222;75
380;656578;1.5;2;Vazio;1062-16-1222;75
381;656579;1.5;2;Vazio;1062-16-1222;75
383;656581;1.5;2;Vazio;1062-16-1222;75
335;656533;1.5;2;1062-16-1222;Vazio;75
632;656830;1.5;2;1062-16-1222;Vazio;75
634;656832;1.5;2;Vazio;1062-16-1222;75
659;656857;1.5;2;Vazio;1062-16-1222;75
660;656858;1.5;2;Vazio;1062-16-1222;75
661;656859;1.5;2;Vazio;1062-16-1222;75
633;656831;1.5;2;Vazio;1062-16-1222;75
663;656861;1.5;2;Vazio;1062-16-1222;75
664;656862;1.5;2;Vazio;1062-16-1222;75
665;656863;1.5;2;Vazio;1062-16-1222;75
666;656864;1.5;2;Vazio;1062-16-1222;75
667;656865;1.5;2;Vazio;1062-16-1222;75
658;656856;1.5;2;Vazio;1062-16-1222;75
334;656532;1.5;2;1062-16-1222;Vazio;75
332;656530;1.5;2;1062-16-1222;Vazio;75
331;656529;1.5;2;1062-16-1222;Vazio;75
330;656528;1.5;2;1062-16-1222;Vazio;75
329;656527;1.5;2;1062-16-1222;Vazio;75
328;656526;1.5;2;1062-16-1222;Vazio;75
327;656525;1.5;2;1062-16-1222;Vazio;75
326;656524;1.5;2;1062-16-1222;Vazio;75
325;656523;1.5;2;1062-16-1222;Vazio;75
324;656522;1.5;2;1062-16-1222;Vazio;75
333;656531;1.5;2;1062-16-1222;Vazio;75
657;656855;1.5;2;1062-16-1222;Vazio;75
662;656860;1.5;2;Vazio;1062-16-1222;75
655;656853;1.5;2;1062-16-1222;Vazio;75
635;656833;1.5;2;Vazio;1062-16-1222;75
636;656834;1.5;2;Vazio;1062-16-1222;75
637;656835;1.5;2;Vazio;1062-16-1222;75
638;656836;1.5;2;Vazio;1062-16-1222;75
639;656837;1.5;2;Vazio;1062-16-1222;75
640;656838;1.5;2;Vazio;1062-16-1222;75
641;656839;1.5;2;Vazio;1062-16-1222;75
642;656840;1.5;2;Vazio;1062-16-1222;75
643;656841;1.5;2;1062-16-1222;Vazio;75
644;656842;1.5;2;1062-16-1222;Vazio;75
645;656843;1.5;2;1062-16-1222;Vazio;75
656;656854;1.5;2;1062-16-1222;Vazio;75
336;656534;1.5;2;1062-16-1222;Vazio;75
647;656845;1.5;2;1062-16-1222;Vazio;75
654;656852;1.5;2;1062-16-1222;Vazio;75
653;656851;1.5;2;1062-16-1222;Vazio;75
652;656850;1.5;2;1062-16-1222;Vazio;75
651;656849;1.5;2;1062-16-1222;Vazio;75
650;656848;1.5;2;1062-16-1222;Vazio;75
649;656847;1.5;2;1062-16-1222;Vazio;75
648;656846;1.5;2;1062-16-1222;Vazio;75
646;656844;1.5;2;1062-16-1222;Vazio;75
747;656945;1.5;2;1062-16-1222;1062-16-1222;76
743;656941;1.5;2;1062-16-1222;1062-16-1222;76
744;656942;1.5;2;1062-16-1222;1062-16-1222;76
752;656950;1.5;2;1062-16-1222;1062-16-1222;76
751;656949;1.5;2;1062-16-1222;1062-16-1222;76
750;656948;1.5;2;1062-16-1222;1062-16-1222;76
745;656943;1.5;2;1062-16-1222;1062-16-1222;76
748;656946;1.5;2;1062-16-1222;1062-16-1222;76
746;656944;1.5;2;1062-16-1222;1062-16-1222;76
749;656947;1.5;2;1062-16-1222;1062-16-1222;76
